name,ing_cal,ing_protein,ing_fat,ing_carbon,ing_vit_b1,ing_vit_b2,ing_vit_c,ing_salt
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,322,23,25.5,0.2,Tr,0.01,0,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,193,17.9,14.9,0.4,0.09,0.21,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,138,20.4,6.7,0.2,0.1,0.24,1,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,174,27.9,7.1,1,0.08,0.26,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,175,26.9,7.7,0.8,0.12,0.3,1,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,650,4.5,73.3,0,0.02,0.03,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,295,16.2,26.4,0.2,0.06,0.17,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,285,16.5,25.2,0.2,0.06,0.17,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,196,19.1,13.9,0.2,0.07,0.2,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,380,14.1,37.1,0.2,0.05,0.12,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,428,17.2,43,0.3,0.04,0.11,0,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,457,20.4,45,0.3,0.07,0.17,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,351,15,33.4,0.2,0.05,0.13,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,230,18.8,17.8,0.3,0.06,0.17,2,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,703,3.7,80.5,0,0.02,0.02,1,0
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,313,16.5,27.9,0.4,0.06,0.1,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,253,18.4,20.2,0.5,0.06,0.11,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,167,21.1,9.1,0.6,0.07,0.12,2,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,381,12.8,39.4,0.3,0.05,0.12,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,451,15.9,44.2,0.3,0.06,0.14,Tr,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,196,19.5,13.3,0.4,0.08,0.2,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,169,20.5,9.9,0.4,0.08,0.21,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,235,28.4,13.8,0.6,0.07,0.23,0,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,227,28,13.2,0.6,0.1,0.27,1,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,130,21.9,4.9,0.4,0.09,0.22,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,594,5.1,64.1,0.2,0.03,0.03,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,220,18.2,16.3,0.6,0.08,0.17,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,179,19.6,11.1,0.6,0.09,0.19,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,131,21.3,5,0.7,0.09,0.21,1,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,234,18.6,17.8,0.6,0.08,0.19,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,203,19.7,13.9,0.6,0.09,0.2,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,142,22,6.1,0.7,0.1,0.23,2,0.2
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,177,20.8,11.2,0.5,0.12,0.26,1,0.1
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,238,27.2,15.2,0.4,0.16,0.35,Tr,0.2
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,489,12,51.8,0.3,0.05,0.1,1,0.1
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,540,13.2,56.5,0.1,0.03,0.08,0,Tr
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,575,14.5,60.1,0.2,0.06,0.11,Tr,0.1
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,438,13.6,45.2,0.3,0.05,0.11,1,0.1
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,338,16.7,32.3,0.4,0.07,0.14,1,0.1
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,759,3.6,86.7,0,0.01,0.02,Tr,Tr
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,445,12.2,44.4,0.3,0.05,0.1,1,0.2
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,312,16.4,28.9,0.4,0.08,0.16,1,0.2
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,250,18.3,21.6,0.4,0.09,0.18,1,0.2
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,331,25.7,28.2,0.2,0.05,0.15,0,0.1
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,313,25,27.6,0.5,0.09,0.18,1,0.2
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,222,19.3,17.5,0.5,0.1,0.19,1,0.2
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,682,4.8,75.8,0.1,0.02,0.02,Tr,0.1
＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,229,19,18,0.4,0.11,0.23,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,160,19,10.6,0.1,0.08,0.22,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,138,19.6,7.8,0.1,0.08,0.23,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,114,20.4,4.6,0.1,0.09,0.25,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,537,7.1,60.5,0,0.03,0.04,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,221,17.9,17.4,0.1,0.07,0.2,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,219,18,17.1,0.1,0.07,0.2,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,160,19.7,9.5,0.1,0.07,0.23,2,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,212,20.1,15.4,0.4,0.08,0.16,2,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,307,25.8,23.9,0.1,0.04,0.14,0,Tr
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,306,25,23.9,0.3,0.08,0.18,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,203,20.3,14.4,0.4,0.08,0.16,2,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,163,21.7,9.1,0.4,0.09,0.17,2,0.1
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,653,5.7,73.1,0.1,0.01,0.02,0,Tr
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,273,17.4,23.7,0.4,0.05,0.12,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,218,19.1,16.5,0.4,0.06,0.13,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,127,22,4.4,0.5,0.06,0.16,2,0.1
＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,338,14.4,32.9,0.2,0.05,0.12,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,148,19.6,8.6,0.4,0.08,0.19,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,133,20,6.7,0.4,0.09,0.2,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,204,30,11,0.2,0.05,0.18,Tr,Tr
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,205,28,14.1,0.4,0.08,0.22,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,117,21.2,4.3,0.4,0.09,0.21,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,580,6.3,64.4,0.2,0.02,0.03,1,Tr
＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,197,18.7,14.3,0.3,0.06,0.16,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,178,19.3,11.9,0.3,0.06,0.17,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,117,21.2,3.9,0.3,0.07,0.19,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,214,18.4,16.4,0.4,0.09,0.24,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,174,19.7,11.1,0.5,0.1,0.26,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,112,21.6,3,0.5,0.11,0.29,1,0.1
＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,123,20.5,4.8,0.3,0.1,0.25,1,0.1
＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,94,21.7,0.9,0.3,0.09,0.17,1,0.2
＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,113,20.9,3.6,0,0.1,0.18,1,0.3
＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,107,21.2,2.7,0.2,0.08,0.16,1,0.1
＜畜肉類＞　うし　［ひき肉］　生,251,17.1,21.1,0.3,0.08,0.19,1,0.2
＜畜肉類＞　うし　［ひき肉］　焼き,280,25.9,21.3,0.4,0.11,0.26,Tr,0.2
＜畜肉類＞　うし　［副生物］　舌　生,318,13.3,31.8,0.2,0.1,0.23,1,0.2
＜畜肉類＞　うし　［副生物］　舌　焼き,401,20.2,37.1,0.2,0.11,0.36,1,0.2
＜畜肉類＞　うし　［副生物］　心臓　生,128,16.5,7.6,0.1,0.42,0.9,4,0.2
＜畜肉類＞　うし　［副生物］　肝臓　生,119,19.6,3.7,3.7,0.22,3,30,0.1
＜畜肉類＞　うし　［副生物］　じん臓　生,118,16.7,6.4,0.2,0.46,0.85,3,0.2
＜畜肉類＞　うし　［副生物］　第一胃　ゆで,166,24.5,8.4,0,0.04,0.14,2,0.1
＜畜肉類＞　うし　［副生物］　第二胃　ゆで,186,12.4,15.7,0,0.02,0.1,0,0.1
＜畜肉類＞　うし　［副生物］　第三胃　生,57,11.7,1.3,0,0.04,0.32,4,0.1
＜畜肉類＞　うし　［副生物］　第四胃　ゆで,308,11.1,30,0,0.05,0.14,0,0.1
＜畜肉類＞　うし　［副生物］　小腸　生,268,9.9,26.1,0,0.07,0.23,15,0.2
＜畜肉類＞　うし　［副生物］　大腸　生,150,9.3,13,0,0.04,0.14,6,0.2
＜畜肉類＞　うし　［副生物］　直腸　生,106,11.6,7,0,0.05,0.15,6,0.2
＜畜肉類＞　うし　［副生物］　腱　ゆで,152,28.3,4.9,0,0,0.04,0,0.2
＜畜肉類＞　うし　［副生物］　子宮　ゆで,95,18.4,3,0,0.01,0.1,0,0.2
＜畜肉類＞　うし　［副生物］　尾　生,440,11.6,47.1,Tr,0.06,0.17,1,0.1
＜畜肉類＞　うし　［副生物］　横隔膜　生,288,14.8,27.3,0.3,0.14,0.35,1,0.1
＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,414,21.3,36.7,0.2,0.08,0.35,Tr,0.1
＜畜肉類＞　うし　［副生物］　横隔膜　焼き,401,21.1,37.2,0.3,0.15,0.46,1,0.1
＜畜肉類＞　うし　［加工品］　ローストビーフ,190,21.7,11.7,0.9,0.08,0.25,0,0.8
＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,191,19.8,13,1.7,0.02,0.14,0,1.8
＜畜肉類＞　うし　［加工品］　味付け缶詰,156,19.2,4.4,9.9,0.33,0.19,0,1.8
＜畜肉類＞　うし　［加工品］　ビーフジャーキー,304,54.8,7.8,6.4,0.13,0.45,1,4.8
＜畜肉類＞　うし　［加工品］　スモークタン,273,18.1,23,0.9,0.08,0.27,1,1.6
＜畜肉類＞　うま　肉　赤肉　生,102,20.1,2.5,0.3,0.1,0.24,1,0.1
＜畜肉類＞　くじら　肉　赤肉　生,100,24.1,0.4,0.2,0.06,0.23,1,0.2
＜畜肉類＞　くじら　うねす　生,328,18.8,31.4,0.2,0.11,0.2,6,0.4
＜畜肉類＞　くじら　本皮　生,577,9.7,68.8,0.2,0.11,0.05,5,0.1
＜畜肉類＞　くじら　さらしくじら,28,5.3,0.9,0,0,0,0,0
＜畜肉類＞　しか　あかしか　赤肉　生,102,22.3,1.5,0.5,0.21,0.35,1,0.1
＜畜肉類＞　しか　にほんじか　赤肉　生,119,23.9,4,0.3,0.2,0.35,1,0.1
＜畜肉類＞　しか　にほんじか　えぞしか　赤肉　生,126,22.6,5.2,0.6,0.21,0.32,1,0.1
＜畜肉類＞　しか　にほんじか　ほんしゅうじか・きゅうしゅうじか　赤肉　生,107,22.6,2.5,0.1,0.18,0.34,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身つき　生,201,18.5,14.6,0.2,0.66,0.23,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　かた　皮下脂肪なし　生,158,19.7,9.3,0.2,0.71,0.25,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　かた　赤肉　生,114,20.9,3.8,0.2,0.75,0.27,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　かた　脂身　生,663,5.3,72.4,0,0.2,0.05,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身つき　生,237,17.1,19.2,0.1,0.63,0.23,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　かたロース　皮下脂肪なし　生,212,17.8,16,0.1,0.66,0.25,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　かたロース　赤肉　生,146,19.7,7.8,0.1,0.72,0.28,2,0.2
＜畜肉類＞　ぶた　［大型種肉］　かたロース　脂身　生,644,5.4,70.7,0,0.23,0.05,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,248,19.3,19.2,0.2,0.69,0.15,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　ゆで,299,23.9,24.1,0.3,0.54,0.16,Tr,0.1
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　焼き,310,26.7,22.7,0.3,0.9,0.21,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　とんかつ,429,22,35.9,9.8,0.75,0.15,1,0.3
＜畜肉類＞　ぶた　［大型種肉］　ロース　皮下脂肪なし　生,190,21.1,11.9,0.3,0.75,0.16,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ロース　赤肉　生,140,22.7,5.6,0.3,0.8,0.18,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身　生,695,5.1,76.3,0,0.22,0.05,1,0
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　生,366,14.4,35.4,0.1,0.51,0.13,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ばら　脂身つき　焼き,444,19.6,43.9,0.1,0.57,0.14,Tr,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身つき　生,171,20.5,10.2,0.2,0.9,0.21,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　生,138,21.5,6,0.2,0.94,0.22,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　ゆで,185,28.9,8.1,0.3,0.82,0.23,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　皮下脂肪なし　焼き,186,30.2,7.6,0.3,1.19,0.28,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　赤肉　生,119,22.1,3.6,0.2,0.96,0.23,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　もも　脂身　生,611,6.5,67.6,0,0.34,0.05,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身つき　生,221,18.8,16.5,0.2,0.79,0.18,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　そともも　皮下脂肪なし　生,175,20.2,10.7,0.2,0.85,0.2,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　そともも　赤肉　生,133,21.4,5.5,0.2,0.9,0.21,2,0.1
＜畜肉類＞　ぶた　［大型種肉］　そともも　脂身　生,631,6.6,68.1,0,0.27,0.05,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　生,118,22.2,3.7,0.3,1.32,0.25,1,0.1
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　焼き,202,39.3,5.9,0.4,2.09,0.44,1,0.2
＜畜肉類＞　ぶた　［大型種肉］　ヒレ　赤肉　とんかつ,379,25.1,25.3,14.9,1.09,0.32,1,0.4
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身つき　生,224,18.3,17.2,0,0.7,0.22,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　かた　皮下脂肪なし　生,172,19.7,10.8,0,0.75,0.24,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　かた　赤肉　生,113,21.4,3.5,0,0.82,0.27,2,0.2
＜畜肉類＞　ぶた　［中型種肉］　かた　脂身　生,698,4.9,75.7,0,0.19,0.04,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身つき　生,241,17.7,19.3,0,0.7,0.24,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　かたロース　皮下脂肪なし　生,212,18.5,15.7,0,0.74,0.25,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　かたロース　赤肉　生,140,20.6,6.8,0,0.82,0.29,2,0.2
＜畜肉類＞　ぶた　［中型種肉］　かたロース　脂身　生,663,5.4,71.9,0,0.21,0.04,0,0.1
＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身つき　生,275,18.3,22.6,0.2,0.77,0.13,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　ロース　皮下脂肪なし　生,203,20.6,13.6,0.2,0.86,0.14,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　ロース　赤肉　生,131,22.9,4.6,0.2,0.96,0.15,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　ロース　脂身　生,716,4.1,78.3,0,0.19,0.04,1,0
＜畜肉類＞　ぶた　［中型種肉］　ばら　脂身つき　生,398,13.4,40.1,0,0.45,0.11,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　もも　脂身つき　生,211,19.5,15.1,0.2,0.9,0.19,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　もも　皮下脂肪なし　生,153,21.3,7.8,0.2,0.98,0.2,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　もも　赤肉　生,133,21.9,5.3,0.2,1.01,0.21,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　もも　脂身　生,672,5.2,73.8,0,0.23,0.04,0,0
＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身つき　生,252,18,20.3,0.2,0.7,0.18,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　そともも　皮下脂肪なし　生,159,21,8.5,0.2,0.81,0.21,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　そともも　赤肉　生,129,21.9,4.8,0.2,0.84,0.22,1,0.1
＜畜肉類＞　ぶた　［中型種肉］　そともも　脂身　生,660,4.9,72.5,0,0.24,0.05,0,0.1
＜畜肉類＞　ぶた　［中型種肉］　ヒレ　赤肉　生,105,22.7,1.7,0.1,1.22,0.25,1,0.1
＜畜肉類＞　ぶた　［ひき肉］　生,209,17.7,17.2,0.1,0.69,0.22,1,0.1
＜畜肉類＞　ぶた　［ひき肉］　焼き,289,25.7,21.5,0.1,0.94,0.3,1,0.2
＜畜肉類＞　ぶた　［副生物］　舌　生,205,15.9,16.3,0.1,0.37,0.43,3,0.2
＜畜肉類＞　ぶた　［副生物］　心臓　生,118,16.2,7,0.1,0.38,0.95,4,0.2
＜畜肉類＞　ぶた　［副生物］　肝臓　生,114,20.4,3.4,2.5,0.34,3.6,20,0.1
＜畜肉類＞　ぶた　［副生物］　じん臓　生,96,14.1,5.8,Tr,0.33,1.75,15,0.4
＜畜肉類＞　ぶた　［副生物］　胃　ゆで,111,17.4,5.1,0,0.1,0.23,5,0.3
＜畜肉類＞　ぶた　［副生物］　小腸　ゆで,159,14,11.9,0,0.01,0.03,0,0
＜畜肉類＞　ぶた　［副生物］　大腸　ゆで,166,11.7,13.8,0,0.03,0.07,0,0.1
＜畜肉類＞　ぶた　［副生物］　子宮　生,64,14.6,0.9,0,0.06,0.14,11,0.3
＜畜肉類＞　ぶた　［副生物］　豚足　ゆで,227,20.1,16.8,Tr,0.05,0.12,0,0.3
＜畜肉類＞　ぶた　［副生物］　軟骨　ゆで,229,17.8,17.9,0,0.08,0.15,2,0.3
＜畜肉類＞　ぶた　［ハム類］　骨付きハム,208,16.7,16.6,0.8,0.24,0.24,39,2.5
＜畜肉類＞　ぶた　［ハム類］　ボンレスハム,115,18.7,4,1.8,0.9,0.28,49,2.8
＜畜肉類＞　ぶた　［ハム類］　ロースハム　ロースハム,211,18.6,14.5,2,0.7,0.12,25,2.3
＜畜肉類＞　ぶた　［ハム類］　ロースハム　ゆで,233,19.7,16.6,1.6,0.64,0.12,19,1.9
＜畜肉類＞　ぶた　［ハム類］　ロースハム　焼き,240,23.6,15.1,2.4,0.86,0.16,27,2.8
＜畜肉類＞　ぶた　［ハム類］　ロースハム　フライ,432,17.3,32.3,20,0.52,0.13,15,2.1
＜畜肉類＞　ぶた　［ハム類］　ショルダーハム,221,16.1,18.2,0.6,0.7,0.35,55,1.6
＜畜肉類＞　ぶた　［ハム類］　生ハム　促成,243,24,16.6,0.5,0.92,0.18,18,2.8
＜畜肉類＞　ぶた　［ハム類］　生ハム　長期熟成,253,25.7,18.4,0,0.9,0.27,Tr,5.6
＜畜肉類＞　ぶた　［プレスハム類］　プレスハム,113,15.4,4.5,3.9,0.55,0.18,43,2.4
＜畜肉類＞　ぶた　［プレスハム類］　チョップドハム,132,11.7,4.2,12.7,0.17,0.2,32,2.5
＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン,400,12.9,39.1,0.3,0.47,0.14,35,2
＜畜肉類＞　ぶた　［ベーコン類］　ロースベーコン,202,16.8,14.6,3.2,0.59,0.19,50,2.2
＜畜肉類＞　ぶた　［ベーコン類］　ショルダーベーコン,178,17.2,11.9,2.5,0.58,0.34,39,2.4
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ウインナーソーセージ,319,11.5,30.6,3.3,0.35,0.12,32,1.9
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　ゆで,328,12.1,32,1.4,0.36,0.12,30,1.8
＜畜肉類＞　ぶた　［ソーセージ類］　ウインナーソーセージ　焼き,345,13,31.8,2.4,0.38,0.13,32,2
